id,side,force,commander,units,date_start,date_end,event_type,from_place,to_place,action_place,description,confidence,source,note
5122,Boer,Malan commando (return attempt),Cmdt Wynand Malan,Malan commando (return attempt),1902-05-05,,retreat,Carolina,Lydenburg,Lydenburg,"Malan commando (return attempt) sheltered in the Lydenburg mountains. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5123,Boer,Malan commando (return attempt),Cmdt Wynand Malan,Malan commando (return attempt),1902-05-19,,retreat,Lydenburg,Ermelo,Ermelo,"Malan commando (return attempt) raided through the Ermelo-Bethal district. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5124,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-02-05,,retreat,Graaff-Reinet,Aberdeen,Aberdeen,"Malan's Commando (Cape Rebels) maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5125,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-02-19,,retreat,Aberdeen,Murraysburg,Murraysburg,"Malan's Commando (Cape Rebels) maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5126,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-03-05,,retreat,Murraysburg,Richmond,Richmond,"Malan's Commando (Cape Rebels) maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5127,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-03-19,,retreat,Richmond,Hanover,Hanover,"Malan's Commando (Cape Rebels) maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5128,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-04-02,,retreat,Hanover,De Aar,De Aar,"Malan's Commando (Cape Rebels) raided the Northern Cape railway zone. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5129,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-04-16,,retreat,De Aar,Hanover Road,Hanover Road,"Malan's Commando (Cape Rebels) maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5130,Boer,Malan's Commando (Cape Rebels),,Malan's Commando (Cape Rebels),1902-04-30,,retreat,Hanover Road,Naauwpoort,Naauwpoort,"Malan's Commando (Cape Rebels) maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5131,Boer,Marico Commando,,Marico Commando,1900-07-06,,retreat,Mafeking,Klerksdorp,Klerksdorp,"Marico Commando operated in the Klerksdorp area. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5132,Boer,Marico Commando,,Marico Commando,1900-07-20,,retreat,Klerksdorp,Potchefstroom,Potchefstroom,"Marico Commando conducted raids near Potchefstroom. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5133,Boer,Marico Commando,,Marico Commando,1900-08-03,,retreat,Potchefstroom,Pretoria,Pretoria,"Marico Commando continued guerrilla operations in the Transvaal bushveld. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5134,Boer,Marico Commando,,Marico Commando,1900-08-17,,retreat,Pretoria,Middelburg (Tvl),Middelburg (Tvl),"Marico Commando raided the eastern Tvl under Botha. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5135,Boer,Marico Commando,,Marico Commando,1900-08-31,,retreat,Middelburg (Tvl),Belfast,Belfast,"Marico Commando operated in the Middelburg-Belfast highland area. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5136,Boer,Marico Commando,,Marico Commando,1900-09-14,,retreat,Belfast,Carolina,Carolina,"Marico Commando conducted hit-and-run raids in the Carolina district. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5137,Boer,Marico Commando,,Marico Commando,1900-09-28,,retreat,Carolina,Lydenburg,Lydenburg,"Marico Commando sheltered in the Lydenburg mountains. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5138,Boer,Marico Commando,,Marico Commando,1900-10-12,,retreat,Lydenburg,Ermelo,Ermelo,"Marico Commando raided through the Ermelo-Bethal district. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5139,Boer,Marico Commando,,Marico Commando,1900-10-26,,retreat,Ermelo,Standerton,Standerton,"Marico Commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5140,Boer,Marico Commando,,Marico Commando,1900-11-09,,retreat,Standerton,Heidelberg (Tvl),Heidelberg (Tvl),"Marico Commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5141,Boer,Marico Commando,,Marico Commando,1900-11-23,,retreat,Heidelberg (Tvl),Johannesburg,Johannesburg,"Marico Commando operated near the Rand mining district. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5142,Boer,Marico Commando,,Marico Commando,1900-12-07,,retreat,Johannesburg,Krugersdorp,Krugersdorp,"Marico Commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5143,Boer,Marico Commando,,Marico Commando,1900-12-21,,retreat,Krugersdorp,Rustenburg,Rustenburg,"Marico Commando operated in the Magaliesberg with De la Rey. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5144,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-02-14,,retreat,Vanrhynsdorp,De Aar,De Aar,"Maritz commando raided the Northern Cape railway zone. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5145,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-02-28,,retreat,De Aar,Hanover Road,Hanover Road,"Maritz commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5146,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-03-14,,retreat,Hanover Road,Naauwpoort,Naauwpoort,"Maritz commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5147,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-03-28,,retreat,Naauwpoort,Colesberg,Colesberg,"Maritz commando operated on the OFS-Cape border. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5148,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-04-11,,retreat,Colesberg,Aliwal North,Aliwal North,"Maritz commando raided into the Cape Colony across the Orange River. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5149,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-04-25,,retreat,Aliwal North,Queenstown,Queenstown,"Maritz commando continued Cape Colony raids near Queenstown. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5150,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-05-09,,retreat,Queenstown,Stormberg,Stormberg,"Maritz commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5151,Boer,Maritz commando,Gen Manie Maritz,Maritz commando,1902-05-23,,retreat,Stormberg,Molteno,Molteno,"Maritz commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5152,British,Martial-law court (Steynsburg),,British (martial law),1901-08-16,,redeployment,Steynsburg,Aliwal North,Aliwal North,Martial-law court (Steynsburg) operated along the Orange River. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5153,British,Martial-law court (Steynsburg),,British (martial law),1901-10-15,,redeployment,Aliwal North,Queenstown,Queenstown,Martial-law court (Steynsburg) used Queenstown as Midlands column base. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5154,British,Martial-law court (Steynsburg),,British (martial law),1901-12-14,,redeployment,Queenstown,Stormberg,Stormberg,Martial-law court (Steynsburg) patrolled the Stormberg area. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5155,British,Martial-law court (Steynsburg),,British (martial law),1902-02-12,,redeployment,Stormberg,Molteno,Molteno,Martial-law court (Steynsburg) garrisoned Molteno. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5156,British,Martial-law court (Steynsburg),,British (martial law),1902-04-13,,redeployment,Molteno,Sterkstroom,Sterkstroom,Martial-law court (Steynsburg) patrolled near Sterkstroom. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5157,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1900-08-22,,redeployment,Middelburg (Tvl),Belfast,Belfast,Methuen's advance: Belmont → Graspan patrolled the Delagoa Bay railway corridor. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5158,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1900-10-21,,redeployment,Belfast,Carolina,Carolina,Methuen's advance: Belmont → Graspan conducted drives in the eastern highveld. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5159,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1900-12-20,,redeployment,Carolina,Lydenburg,Lydenburg,Methuen's advance: Belmont → Graspan operated in the Lydenburg mountains. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5160,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1901-02-18,,redeployment,Lydenburg,Ermelo,Ermelo,Methuen's advance: Belmont → Graspan patrolled the Ermelo-Bethal blockhouse zone. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5161,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1901-04-19,,redeployment,Ermelo,Standerton,Standerton,Methuen's advance: Belmont → Graspan guarded the Vaal River crossings. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5162,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1901-06-18,,redeployment,Standerton,Heidelberg (Tvl),Heidelberg (Tvl),Methuen's advance: Belmont → Graspan maintained the Heidelberg-Johannesburg line. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5163,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1901-08-17,,redeployment,Heidelberg (Tvl),Johannesburg,Johannesburg,Methuen's advance: Belmont → Graspan held garrison duties in the Rand. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5164,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1901-10-16,,redeployment,Johannesburg,Krugersdorp,Krugersdorp,Methuen's advance: Belmont → Graspan conducted western Tvl drives. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5165,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1901-12-15,,redeployment,Krugersdorp,Rustenburg,Rustenburg,Methuen's advance: Belmont → Graspan swept the Magaliesberg foothills. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5166,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1902-02-13,,redeployment,Rustenburg,Lichtenburg,Lichtenburg,Methuen's advance: Belmont → Graspan patrolled the western Transvaal. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5167,British,Methuen's advance: Belmont → Graspan,"Methuen, Lord",Methuen's advance: Belmont → Graspan,1902-04-14,,redeployment,Lichtenburg,Mafeking,Mafeking,Methuen's advance: Belmont → Graspan held the Mafeking base. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5168,British,Methuen's advance: Graspan → Modder River,"Methuen, Lord",Methuen's advance: Graspan → Modder River,1900-08-25,,redeployment,Kroonstad,Heilbron,Heilbron,Methuen's advance: Graspan → Modder River patrolled the Heilbron-Frankfort zone. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5169,British,Methuen's advance: Graspan → Modder River,"Methuen, Lord",Methuen's advance: Graspan → Modder River,1900-10-24,,redeployment,Heilbron,Vrede,Vrede,Methuen's advance: Graspan → Modder River operated in the Vrede district. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5170,British,Methuen's advance: Graspan → Modder River,"Methuen, Lord",Methuen's advance: Graspan → Modder River,1900-12-23,,redeployment,Vrede,Harrismith,Harrismith,Methuen's advance: Graspan → Modder River garrisoned Harrismith border post. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5171,British,Methuen's advance: Graspan → Modder River,"Methuen, Lord",Methuen's advance: Graspan → Modder River,1901-02-21,,redeployment,Harrismith,Bethlehem,Bethlehem,Methuen's advance: Graspan → Modder River swept the Rooiberge from Bethlehem. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5172,British,Methuen's advance: Graspan → Modder River,"Methuen, Lord",Methuen's advance: Graspan → Modder River,1901-04-22,,redeployment,Bethlehem,Senekal,Senekal,Methuen's advance: Graspan → Modder River patrolled the Senekal-Ladybrand district. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5173,British,Methuen's advance: Graspan → Modder River,"Methuen, Lord",Methuen's advance: Graspan → Modder River,1901-06-21,,redeployment,Senekal,Ladybrand,Ladybrand,Methuen's advance: Graspan → Modder River held the Basutoland border post. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5174,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1900-02-09,,redeployment,Magersfontein,Pretoria,Pretoria,Methuen's advance: Modder River → Magersfontein continued column operations. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5175,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1900-04-10,,redeployment,Pretoria,Middelburg (Tvl),Middelburg (Tvl),Methuen's advance: Modder River → Magersfontein drove through the eastern Transvaal. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5176,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1900-06-09,,redeployment,Middelburg (Tvl),Belfast,Belfast,Methuen's advance: Modder River → Magersfontein patrolled the Delagoa Bay railway corridor. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5177,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1900-08-08,,redeployment,Belfast,Carolina,Carolina,Methuen's advance: Modder River → Magersfontein conducted drives in the eastern highveld. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5178,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1900-10-07,,redeployment,Carolina,Lydenburg,Lydenburg,Methuen's advance: Modder River → Magersfontein operated in the Lydenburg mountains. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5179,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1900-12-06,,redeployment,Lydenburg,Ermelo,Ermelo,Methuen's advance: Modder River → Magersfontein patrolled the Ermelo-Bethal blockhouse zone. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5180,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1901-02-04,,redeployment,Ermelo,Standerton,Standerton,Methuen's advance: Modder River → Magersfontein guarded the Vaal River crossings. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5181,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1901-04-05,,redeployment,Standerton,Heidelberg (Tvl),Heidelberg (Tvl),Methuen's advance: Modder River → Magersfontein maintained the Heidelberg-Johannesburg line. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5182,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1901-06-04,,redeployment,Heidelberg (Tvl),Johannesburg,Johannesburg,Methuen's advance: Modder River → Magersfontein held garrison duties in the Rand. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5183,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1901-08-03,,redeployment,Johannesburg,Krugersdorp,Krugersdorp,Methuen's advance: Modder River → Magersfontein conducted western Tvl drives. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5184,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1901-10-02,,redeployment,Krugersdorp,Rustenburg,Rustenburg,Methuen's advance: Modder River → Magersfontein swept the Magaliesberg foothills. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5185,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1901-12-01,,redeployment,Rustenburg,Lichtenburg,Lichtenburg,Methuen's advance: Modder River → Magersfontein patrolled the western Transvaal. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5186,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1902-01-30,,redeployment,Lichtenburg,Mafeking,Mafeking,Methuen's advance: Modder River → Magersfontein held the Mafeking base. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5187,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1902-03-31,,redeployment,Mafeking,Klerksdorp,Klerksdorp,Methuen's advance: Modder River → Magersfontein conducted Klerksdorp-Potchefstroom drives. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5188,British,Methuen's advance: Modder River → Magersfontein,"Methuen, Lord",Methuen's advance: Modder River → Magersfontein,1902-05-30,,redeployment,Klerksdorp,Potchefstroom,Potchefstroom,Methuen's advance: Modder River → Magersfontein garrisoned Potchefstroom. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5189,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1900-08-18,,redeployment,Hanover Road,Naauwpoort,Naauwpoort,Methuen's advance: Orange River → Belmont held the Naauwpoort junction. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
